,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,id,duration_ms,time_signature
5012,0.781,0.728,1,-4.981,1,0.0621,0.0509,1.94e-06,0.257,0.395,102.99,0NTMtAO2BV4tnGvw9EgBVq,219306,4
5013,0.525,0.433,6,-10.598,1,0.185,0.107,0.0,0.135,0.276,160.108,43PuMrRfbyyuz4QpZ3oAwN,194613,4
5014,0.414,0.473,11,-8.911,0,0.116,0.663,0.0523,0.128,0.409,100.0,6FBzhcfgGacfXF3AmtfEaX,129698,4
5015,0.611,0.797,6,-7.627,0,0.0533,0.00543,0.00137,0.26,0.518,120.041,2GiJYvgVaD2HtM8GqD9EgQ,218107,4
5016,0.849,0.648,7,-6.188,1,0.0835,0.0706,0.00636,0.0984,0.195,106.058,6tO5bxNnMuh1c3cziSpecA,111020,4
5017,0.402,0.526,9,-6.741,0,0.0904,0.113,8.33e-06,0.105,0.312,81.404,51EC3I1nQXpec4gDk0mQyP,339067,4
5018,0.943,0.595,5,-8.372,0,0.191,0.0673,0.0,0.0839,0.815,117.532,34oWbFBfGEElvgO0a5c9V4,165291,4
5019,0.843,0.435,8,-8.442,1,0.178,0.47,0.0,0.147,0.19,120.058,6GnhWMhgJb7uyiiPEiEkDA,208080,4
5020,0.572,0.631,7,-9.836,0,0.0476,0.222,0.0,0.135,0.0713,134.078,4PhsKqMdgMEUSstTDAmMpg,249040,4
5021,0.764,0.705,3,-5.279,0,0.0278,0.0371,1.94e-05,0.0943,0.672,101.003,0y60itmpH0aPKsFiGxmtnh,196520,4
5022,0.47,0.809,8,-6.74,1,0.0495,0.272,0.00671,0.0491,0.49,151.836,52ojopYMUzeNcudsoz7O9D,363240,4
5023,0.734,0.637,4,-5.677,0,0.141,0.0462,2.29e-05,0.0602,0.648,169.977,3CRDbSIZ4r5MsZ0YwxuEkn,202333,4
5024,0.659,0.291,2,-8.275,0,0.0348,0.405,0.0,0.0771,0.406,119.829,4frLb7nWtsz2ymBE6k2GRP,277680,3
5025,0.705,0.769,9,-5.526,0,0.0425,0.113,0.0,0.105,0.583,107.949,22VdIZQfgXJea34mQxlt81,213520,4
5026,0.686,0.621,11,-7.243,1,0.187,0.0656,0.000221,0.139,0.187,112.082,1tm7c4V0kqLiN0XPVnoUcT,205766,4
5027,0.732,0.69,0,-4.992,0,0.134,0.291,0.0,0.116,0.758,143.072,4jTiyLlOJVJj3mCr7yfPQD,206307,4
5028,0.331,0.341,9,-6.057,0,0.0309,0.528,0.0,0.109,0.152,109.821,7B5Npv8NjjTCzk8PLpU66h,285935,4
5029,0.424,0.615,9,-6.217,0,0.0325,0.0158,0.000389,0.0844,0.155,77.935,5M4yti0QxgqJieUYaEXcpw,318591,4
5030,0.347,0.758,8,-7.753,1,0.0706,0.031,0.000659,0.109,0.484,117.959,3xtiXNDbSKxy20I7D6vFUg,165674,4
5031,0.78,0.748,11,-7.394,0,0.0352,0.00448,0.000546,0.115,0.0663,125.98,6QFQqqYye5lAcnhCALvxKJ,167680,4
5032,0.595,0.389,2,-9.245,1,0.0349,0.418,1.39e-06,0.116,0.4,166.052,5kNe7PE09d6Kvw5pAsx23n,227427,4
5033,0.517,0.877,4,-3.621,1,0.0297,0.00147,0.0,0.208,0.616,150.004,1yj1ZztSGITJ5Nf4mfH92c,212850,4
5034,0.418,0.724,5,-3.724,1,0.0964,0.213,0.0,0.112,0.604,78.521,0PJIbOdMs3bd5AT8liULMQ,238320,5
5035,0.856,0.609,0,-7.223,1,0.0824,0.00801,8.15e-05,0.0344,0.928,114.988,32OlwWuMpZ6b0aN2RZOeMS,269667,4
5036,0.543,0.449,1,-8.065,1,0.0463,0.345,0.0,0.157,0.29,132.609,5rgrBsAFYMun6yhtnLKRPz,249320,4
5037,0.393,0.858,4,-2.868,0,0.0729,0.00359,0.0,0.102,0.56,176.042,04aAxqtGp5pv12UXAg4pkq,228360,4
5038,0.582,0.272,2,-5.662,1,0.0501,0.875,0.0,0.13,0.354,205.846,78TTtXnFQPzwqlbtbwqN0y,188238,4
5039,0.733,0.334,1,-11.314,1,0.0811,0.327,0.0,0.116,0.267,119.935,6rje9f1wRFJDO2iTORw0lH,319973,4
5040,0.824,0.733,1,-5.474,1,0.0613,0.0362,0.0,0.325,0.395,97.972,7FYH5AW3bVfZHJIQpq3UOA,284387,4
5041,0.422,0.609,11,-6.361,0,0.0335,0.0114,4.76e-06,0.108,0.0911,107.34,2jQiSYrwJehQAcuaaQrXnS,230011,3
5042,0.645,0.713,6,-5.355,1,0.0393,0.00835,0.0,0.113,0.566,74.989,2Z8WuEywRWYTKe1NybPQEW,214507,4
5043,0.376,0.595,3,-5.936,1,0.0496,0.303,0.0,0.095,0.265,144.361,7GgWAITsYJaRM3r50rfh5w,290900,4
5044,0.567,0.311,2,-14.464,0,0.0455,0.822,0.23,0.11,0.478,83.11,3Ozx6IrGdoQyAworJzvBDE,192480,4
5045,0.746,0.873,7,-3.803,1,0.128,0.0244,0.0,0.354,0.817,148.075,2d8JP84HNLKhmd6IYOoupQ,222093,4
5046,0.752,0.754,1,-6.684,1,0.0615,0.0151,0.0,0.0486,0.755,149.789,5jsw9uXEGuKyJzs0boZ1bT,206880,4
5047,0.609,0.378,4,-9.828,1,0.438,0.835,0.0,0.28,0.515,100.418,50kpGaPAhYJ3sGmk6vplg0,233720,4
5048,0.697,0.235,7,-8.651,1,0.0534,0.62,0.000144,0.107,0.378,99.947,7JXZq0JgG2zTrSOAgY8VMC,320400,4
5049,0.689,0.564,2,-6.226,1,0.136,0.187,0.0,0.0721,0.123,185.023,1Ser4X0TKttOvo8bgdytTP,212947,4
5050,0.435,0.104,6,-22.39,0,0.0445,0.973,0.33,0.119,0.162,120.484,5Qnrgqy1pAm9GyNQOgyVFz,279316,4
5051,0.372,0.478,7,-9.835,0,0.0503,0.482,0.0,0.0844,0.254,101.102,7uJH0YdSZL6psjxI6Xy08b,348853,4
5052,0.576,0.759,3,-8.165,1,0.0599,0.12,0.0,0.121,0.501,99.969,0vf2eBw2inhl8y61cYQMv2,179955,4
5053,0.708,0.358,11,-9.815,1,0.0563,0.157,0.0,0.109,0.118,122.021,0XO2hckt5aHvvwH7FFdVYF,251860,4
5054,0.689,0.481,10,-7.503,1,0.0815,0.369,1.03e-06,0.0649,0.283,80.025,2JzZzZUQj3Qff7wapcbKjc,229526,4
5055,0.618,0.717,7,-5.738,1,0.318,0.00256,0.0,0.625,0.603,190.05,5NQbUaeTEOGdD6hHcre0dZ,196693,4
5056,0.576,0.593,9,-6.024,0,0.0306,0.0467,0.000767,0.237,0.373,157.993,360Wr96ywrCQq4kTAJ8Pq6,220013,4
5057,0.63,0.53,0,-7.259,1,0.0434,0.4,0.0,0.177,0.417,108.038,2YlZnw2ikdb837oKMKjBkW,225053,3
5058,0.534,0.919,7,-7.318,1,0.0355,0.284,0.591,0.092,0.153,130.03,5QmdK8QFbY8TLVKPuJzexD,222000,4
5059,0.642,0.762,6,-7.411,1,0.0296,0.00967,5.72e-05,0.182,0.605,113.038,5jROdl6MhcmP3O7h2sVgtw,253200,4
5060,0.654,0.76,0,-3.669,0,0.045,0.0797,0.0,0.299,0.41,99.945,09CtPGIpYB4BrO8qb1RGsF,200787,4
5061,0.394,0.661,4,-8.684,1,0.192,0.00996,0.0,0.343,0.335,149.818,2N3U8uTYhjX2KwGT0pf5x0,260987,4
5062,0.505,0.68,7,-4.993,1,0.0714,0.0796,0.0,0.0465,0.539,168.022,25KybV9BOUlvcnv7nN3Pyo,235653,3
5063,0.688,0.702,7,-4.792,0,0.0499,0.0215,0.0,0.128,0.74,94.006,6Knv6wdA0luoMUuuoYi2i1,192191,4
5064,0.573,0.739,0,-5.74,1,0.129,0.0285,0.0,0.111,0.451,97.085,0wI7QkCcs8FUQE1OkXUIqd,230240,4
5065,0.884,0.657,6,-4.569,0,0.0977,0.00589,0.0,0.154,0.489,107.059,0N3W5peJUQtI4eyR6GJT5O,234693,4
5066,0.856,0.527,2,-5.225,1,0.0997,0.392,0.0,0.11,0.386,98.052,0Dc7J9VPV4eOInoxUiZrsL,266840,4
5067,0.694,0.684,7,-5.276,1,0.0599,0.122,0.0,0.113,0.334,100.951,59aL2q2UPYJkgLTSv0WTlB,152137,4
5068,0.591,0.28,4,-5.494,1,0.0283,0.889,0.0,0.124,0.348,141.916,05TOt5Vz4StdjMpEdFPlvB,271800,4
5069,0.797,0.516,1,-6.286,1,0.0832,0.00538,0.438,0.0728,0.0478,109.993,496GZe7MxLloHgUQTmY2Ch,169320,4
5070,0.579,0.736,6,-3.863,0,0.0527,0.31,0.0,0.198,0.613,127.999,2P4OICZRVAQcYAV2JReRfj,230613,4
5071,0.582,0.371,2,-9.585,0,0.028,0.912,0.00784,0.108,0.163,128.756,11TmWrHkxwtVcCtEdAXjJA,193533,4
5072,0.417,0.551,2,-8.361,1,0.272,0.56,0.0,0.129,0.216,86.848,4TSDz7xZtxIXeKwiOuCe25,224972,4
5073,0.598,0.252,2,-15.086,1,0.0644,0.194,0.133,0.0992,0.0352,120.064,4S7YHmlWwfwArgd8LfSPud,238307,4
5074,0.602,0.881,1,-5.875,0,0.0443,0.00462,0.0266,0.111,0.577,125.012,2X485T9Z5Ly0xyaghN73ed,467587,4
5075,0.399,0.787,1,-2.88,1,0.0499,0.0197,6.07e-05,0.0685,0.572,117.089,2s1sdSqGcKxpPr5lCl7jAV,216120,5
5076,0.491,0.693,0,-6.487,0,0.0377,0.211,6.92e-06,0.325,0.412,90.027,3RiPr603aXAoi4GHyXx0uy,258267,4
5077,0.747,0.32,4,-15.49,0,0.0848,0.224,0.89,0.0727,0.103,121.032,5oo7lrBwuD4dVfJbBLyVyI,115392,4
5078,0.485,0.72,6,-5.991,1,0.127,0.0123,0.0,0.0546,0.0471,207.982,1j6kDJttn6wbVyMaM42Nxm,126960,4
5079,0.776,0.762,0,-4.356,1,0.216,0.193,0.0,0.18,0.678,120.039,55Q46o5adtSobImSKrrlqW,236000,4
5080,0.718,0.422,4,-9.115,0,0.0621,0.0764,0.0,0.17,0.455,144.678,3SErMoIKdRELto2OspGs5L,207027,4
5081,0.531,0.469,9,-8.787,0,0.137,0.00425,0.0116,0.326,0.346,185.738,3qDbBtbRv6eBls6q51pAL7,155016,3
5082,0.394,0.654,3,-8.243,1,0.0346,0.0404,6.96e-05,0.112,0.264,135.188,2MQhTbX792AT6YyzwLz9dt,239881,4
5083,0.284,0.803,2,-5.293,0,0.173,0.302,0.0,0.242,0.553,67.536,2gAGWaK4wvt2xrFUlR4mK8,323960,4
5084,0.723,0.809,7,-3.081,0,0.0625,0.00346,0.00123,0.565,0.274,98.007,1Lim1Py7xBgbAkAys3AGAG,176561,4
5085,0.849,0.755,1,-7.4,0,0.363,0.346,0.0,0.0564,0.393,144.188,7EcE5yCPVZaZut1JqowbcI,206655,4
5086,0.756,0.674,0,-6.518,0,0.0959,0.0184,0.0,0.158,0.389,111.995,40YcuQysJ0KlGQTeGUosTC,251467,4
5087,0.638,0.526,7,-8.401,1,0.131,0.275,0.0,0.462,0.301,139.054,4v1P7JCjehbg5TmLQo2mFy,219712,4
5088,0.68,0.729,5,-5.077,1,0.0475,0.612,0.0,0.224,0.446,123.97,4DpNNXFMMxQEKl7r0ykkWA,179867,4
5089,0.73,0.703,0,-5.672,0,0.0369,0.109,0.0,0.0657,0.595,138.113,2K87XMYnUMqLcX3zvtAF4G,192120,4
5090,0.245,0.64,2,-7.426,0,0.0608,0.131,8.11e-06,0.0766,0.105,135.739,2u0CelO5c81XS7z3dGpHbS,255133,4
5091,0.815,0.364,2,-11.158,1,0.375,0.533,3.52e-05,0.108,0.328,129.937,5tsI3xxDHDgzHhn30LTQNz,268566,4
5092,0.127,0.941,1,-16.083,0,0.0509,0.813,0.988,0.178,1e-05,82.144,11Rm75lU5EmETsTR22C0gT,96872,3
5093,0.747,0.571,11,-7.916,1,0.478,0.38,0.0,0.534,0.553,172.104,79XrkTOfV1AqySNjVlygpW,181933,4
5094,0.713,0.526,1,-5.046,1,0.032,0.00767,0.000148,0.124,0.131,131.05,1wHZx0LgzFHyeIZkUydNXq,262693,4
5095,0.688,0.533,6,-8.363,0,0.0865,0.0355,3.48e-06,0.172,0.567,164.069,0t7fVeEJxO2Xi4H2K5Svc9,223079,4
5096,0.63,0.5,1,-8.755,0,0.0611,0.611,4.04e-05,0.114,0.315,144.871,6y6jbcPG4Yn3Du4moXaenr,245172,4
5097,0.822,0.362,2,-7.462,1,0.0411,0.16,0.0,0.313,0.159,119.903,0ZAbupc7jAQpG9IxojQ3s3,229667,4
5098,0.559,0.301,9,-9.066,1,0.0297,0.055,0.00979,0.101,0.177,116.123,5j4hSQH0KaAc8f6cimnXIT,244333,3
5099,0.78,0.68,4,-6.081,1,0.0305,0.141,1.2e-05,0.138,0.594,118.026,023OVLNzXhX0j7CxswUt6D,180560,4
5100,0.578,0.43,5,-6.134,0,0.0305,0.33,0.0,0.0854,0.288,78.991,62PaSfnXSMyLshYJrlTuL3,295502,4
5101,0.783,0.494,1,-7.647,1,0.0522,0.0701,0.578,0.123,0.038,106.009,6GB3N6bDucdHThFVDCBcCv,133747,4
5102,0.67,0.684,2,-7.47,1,0.0242,0.513,0.0103,0.126,0.852,94.261,2aaCNg42RA74s0EmHTBqS7,173118,4
5103,0.706,0.572,8,-5.799,0,0.0326,0.0262,0.0,0.585,0.574,139.982,7seTcUFOhn5caSDbiSfsp0,214726,4
5104,0.526,0.862,2,-6.003,1,0.0905,0.0144,0.0597,0.229,0.528,90.052,0fYVliAYKHuPmECRs1pbRf,195200,4
5105,0.655,0.632,2,-4.802,1,0.0489,0.0189,0.0,0.0722,0.447,120.113,3bnVBN67NBEzedqQuWrpP4,188493,4
5106,0.756,0.789,2,-7.002,1,0.0324,0.53,0.000711,0.157,0.873,127.987,5k5fWendNngd89O8JKoE8L,176267,4
5107,0.47,0.623,0,-5.655,1,0.0302,0.392,0.000439,0.0992,0.298,77.861,5n0CTysih20NYdT2S0Wpe8,225973,4
5108,0.355,0.48,11,-7.31,1,0.0282,0.679,2.28e-06,0.12,0.137,100.956,4Pn0JlCUusD2QHjADuOzuV,259267,3
5109,0.616,0.868,2,-3.606,1,0.0699,0.00131,1.54e-06,0.671,0.475,108.016,3Te8uLyit6X3ncNW8Fp3K2,189387,4
5110,0.486,0.616,0,-6.9,1,0.277,0.0149,0.0,0.356,0.601,132.151,3oX4rYpiWbx87CTBVQEwik,232368,4
5111,0.662,0.586,5,-6.287,0,0.0251,0.0325,0.00418,0.153,0.0724,107.993,4AiFSXnVm0Bqecjdn3Brr8,130973,4
5112,0.688,0.556,6,-7.738,1,0.264,0.7,1.87e-06,0.108,0.416,129.336,08zJpaUQVi9FrKv2e32Bah,240320,4
5113,0.389,0.665,0,-6.169,1,0.0644,0.178,0.000732,0.116,0.199,117.055,7lGKEWMXVWWTt3X71Bv44I,193547,4
5114,0.635,0.184,8,-10.785,1,0.0456,0.665,0.0,0.146,0.177,128.424,3hhbDnFUb2bicI2df6VurK,240200,4
5115,0.852,0.553,1,-7.286,1,0.187,0.0559,0.0,0.332,0.656,142.079,27GmP9AWRs744SzKcpJsTZ,205879,4
5116,0.641,0.677,6,-7.948,1,0.225,0.491,7.72e-05,0.185,0.503,74.986,1ejyx2kXWFY6QuYHu7yOyD,136998,4
5117,0.625,0.667,1,-5.875,1,0.131,0.754,0.954,0.135,0.0805,80.046,1yCVsVH2hQ72SxNI8QTDaB,148453,4
5118,0.811,0.266,7,-12.478,1,0.0406,0.56,1.05e-06,0.0962,0.211,130.044,7s8VgA8OjvwBUuigKzEGBx,226073,4
5119,0.543,0.75,2,-7.071,0,0.0282,0.0682,0.0166,0.125,0.758,88.107,178OI1A3qjROeFeh8lmNwW,222413,4
5120,0.571,0.481,9,-7.179,1,0.0444,0.697,0.0,0.089,0.0807,113.753,3EGW6TGGbdk6Ys1Y3HU3lj,205680,4
5121,0.544,0.96,3,-4.681,0,0.106,0.00058,1.99e-05,0.0531,0.718,154.966,5MjkeHk6I0JA0q13eqtnJP,206903,4
5122,0.518,0.655,8,-6.255,1,0.0826,0.381,0.0,0.271,0.29,156.992,5H3TCfiw0CQTX1XU7A9TXM,199682,4
5123,0.536,0.526,0,-9.754,1,0.181,0.159,0.847,0.128,0.434,167.608,1cCbsojaA6GIT7Y3zuMJ1q,107533,4
5124,0.874,0.633,5,-8.214,1,0.0453,0.0398,0.000106,0.0927,0.602,123.994,00UDmkyejOcUApEqpiB90i,143221,4
5125,0.655,0.782,1,-4.789,1,0.185,0.375,0.0,0.317,0.832,79.427,3cU2wBxuV6nFiuf6PJZNlC,184227,4
5126,0.828,0.66,6,-9.669,1,0.0337,0.508,0.403,0.0755,0.904,113.45,3pyyGVqWvRMq43qtJBzxe0,269143,4
5127,0.365,0.851,4,-6.238,0,0.065,0.0964,0.003,0.238,0.309,78.068,1lgN0A2Vki2FTON5PYq42m,170067,4
5128,0.727,0.599,1,-6.941,1,0.327,0.317,0.0,0.219,0.386,167.909,0Y0TOsE1q11qgbi7c5WZsG,197133,3
5129,0.891,0.486,6,-7.803,1,0.159,0.0158,3.78e-06,0.0925,0.239,125.01,4scpF6J5uMBvoh6sFB7EL1,200080,4
5130,0.712,0.807,6,-3.976,1,0.0297,0.0244,0.000122,0.0905,0.936,105.024,2kR18wsL3gvXRXdNE4dCGc,205000,4
5131,0.659,0.594,4,-8.494,0,0.0261,0.162,0.846,0.632,0.851,100.033,2qpacEyFxmbxCpIEqZkqvC,172507,4
5132,0.583,0.61,5,-5.639,0,0.0382,0.00425,0.000105,0.14,0.336,114.06,3uwnnTQcHM1rDqSfA4gQNz,214740,4
5133,0.748,0.733,11,-4.421,0,0.072,0.0062,0.0,0.329,0.291,93.019,3ESSGgWzRf1xvP7G5hHMhB,312240,4
5134,0.452,0.652,0,-6.713,0,0.0282,0.000561,0.0,0.0948,0.64,163.935,1ppTqTBXqnlVGPxlluGHRE,230012,4
5135,0.725,0.708,5,-5.331,0,0.0756,0.22,0.0,0.777,0.555,130.029,6wNeKPXF0RDKyvfKfri5hf,231853,4
5136,0.625,0.319,6,-12.119,0,0.0805,0.79,0.104,0.0921,0.438,127.799,7hlA8gMMz6jSp91Twsnuv3,236027,4
5137,0.59,0.833,5,-6.503,0,0.0615,0.0142,5.4e-06,0.105,0.538,94.963,4jL6WWKFDqCOPo2hC3VhSS,240439,4
5138,0.583,0.454,1,-11.091,0,0.0425,0.265,0.0,0.181,0.309,74.64,1mhVXWduD8ReDwusfaHNwU,334333,4
5139,0.713,0.802,4,-7.055,1,0.0561,0.0435,0.00377,0.309,0.343,100.001,3vv9phIu6Y1vX3jcqaGz5Z,226739,4
5140,0.845,0.452,3,-10.562,0,0.238,0.533,0.000988,0.0623,0.346,132.034,5vyR3lTiw4zz8B4PvnAO4c,145636,4
5141,0.893,0.48,1,-3.728,0,0.356,0.00855,0.0,0.116,0.382,86.976,5lFDtgWsjRJu8fPOAyJIAK,170638,4
5142,0.731,0.58,10,-7.328,0,0.0399,0.223,0.0,0.129,0.319,119.997,2IO7yf562c1zLzpanal1DT,199593,4
5143,0.694,0.407,1,-10.325,0,0.0276,0.823,0.021,0.106,0.719,147.682,63q9LqTK5iiZLy3cTvLMUf,160991,4
5144,0.421,0.791,9,-4.998,1,0.0496,0.0117,1.48e-05,0.146,0.499,130.075,5S9lfZu1YF8xKkgSsqL2Bd,257200,4
5145,0.589,0.641,5,-8.12,1,0.0838,0.205,0.0,0.0864,0.57,160.031,5fSPbm5lcwtqwXkeQQswW8,179347,4
5146,0.674,0.403,0,-8.076,0,0.0749,0.215,0.0231,0.402,0.106,119.922,7zOIzXpbnCcx6iZfvOjGCQ,104211,4
5147,0.647,0.823,2,-5.231,1,0.0762,0.0598,0.0,0.119,0.396,99.933,3NLnwwAQbbFKcEcV8hDItk,230333,4
5148,0.845,0.567,5,-8.118,0,0.0956,0.59,0.00142,0.0811,0.793,125.02,4B0JvthVoAAuygILe3n4Bs,205680,4
5149,0.223,0.805,8,-8.969,1,0.037,0.000179,0.814,0.0849,0.25,168.165,06WUUNf7q18NZfjIsQFsfa,115413,4
5150,0.707,0.593,5,-8.581,0,0.0949,0.287,0.0,0.15,0.478,123.772,3dP0pLbg9OfVwssDjp9aT0,329228,4
5151,0.376,0.821,0,-3.974,1,0.104,0.0785,0.0,0.0823,0.331,120.462,5zUQZjVB6bfewBXWqsP9PY,199453,4
5152,0.581,0.656,4,-4.891,0,0.0294,0.00269,2.78e-06,0.101,0.338,108.033,0EfsDEYaSjGYd66Pr881nq,235160,4
5153,0.612,0.921,7,-2.882,1,0.085,0.0183,0.0,0.0576,0.446,139.988,70eDxAyAraNTiD6lx2ZEnH,202173,4
5154,0.657,0.368,7,-9.978,1,0.0281,0.884,0.00293,0.109,0.522,116.221,53DVsTZvB16BDP30XmfSef,188947,4
5155,0.0,2.01e-05,5,-15.776,1,0.0,0.0,0.0,0.0,0.0,0.0,67iF3DdebmElASIGoebYt1,73887,0
5156,0.383,0.531,5,-7.814,0,0.0741,0.0753,0.000102,0.108,0.0375,105.971,6ydWxkzjDktHsTzvWcaZ1i,293307,4
5157,0.795,0.75,1,-3.604,1,0.0526,0.177,0.0,0.0875,0.762,115.005,3nlVjrlLMJHC7Flf9impf9,223040,4
5158,0.51,0.643,0,-6.602,1,0.0485,0.214,3.22e-06,0.101,0.0397,130.081,5DHQKZCOZhGNTbYBCekWx0,270453,4
5159,0.5,0.69,8,-4.448,1,0.312,0.159,0.0,0.104,0.371,180.206,3WcC6NH9J77xPEvj1SOL7z,244511,3
5160,0.716,0.73,6,-4.126,0,0.0364,0.058,7.32e-06,0.151,0.339,136.05,3fo6DYGktjENCiagUeU9yH,204086,4
5161,0.426,0.888,0,-3.72,0,0.0987,0.000455,0.0,0.306,0.387,144.111,0M3adYbGtyRHACP86dey1H,191520,4
5162,0.624,0.66,2,-12.779,1,0.0569,0.797,0.786,0.114,0.871,110.021,1jDMi92a9zNQuPD3uPMkla,57818,3
5163,0.568,0.692,8,-4.513,1,0.0589,0.0161,0.0,0.148,0.577,92.023,5gWtkdgdyt5bZt9i6n3Kqd,201520,4
5164,0.509,0.787,7,-6.754,1,0.265,0.359,2.76e-05,0.26,0.507,114.449,7Ks4VCY1wFebnOdJrM13t6,287360,4
5165,0.775,0.68,0,-5.508,0,0.0629,0.00906,0.0,0.109,0.656,114.025,7oGZAicScQt96OAW4AruYy,207719,4
5166,0.574,0.745,2,-6.663,1,0.0507,0.319,0.0,0.11,0.693,154.042,2WKLUgklz0VDX5bKTZ3eYD,179078,4
5167,0.559,0.835,5,-5.555,0,0.0424,0.24,0.019,0.185,0.382,114.908,3u1FiuSpfsgVnekEMXgMwJ,189027,4
5168,0.609,0.435,11,-7.861,0,0.285,0.522,0.0,0.118,0.552,131.995,4TTV7EcfroSLWzXRY6gLv6,236738,4
5169,0.506,0.805,1,-4.119,1,0.0469,0.00711,0.00193,0.0856,0.383,126.008,46lFttIf5hnUZMGvjK0Wxo,227074,4
5170,0.575,0.844,3,-1.772,0,0.0633,0.226,0.0,0.0538,0.542,87.007,67citk3uzWs5qbaIVKTeg8,193333,4
5171,0.585,0.643,3,-8.392,1,0.0395,0.201,0.000306,0.144,0.592,152.98,3lGMtkONrZdJ8kTCg6KIFf,221800,3
5172,0.427,0.849,7,-2.945,1,0.348,0.015,0.00373,0.153,0.55,79.155,078C2jXg7XsMgW78Gfx1JA,334363,4
5173,0.489,0.406,9,-11.44,1,0.232,0.0336,0.0,0.344,0.178,110.551,5QDGKcQLqOJvoiu8eScEaM,261880,4
5174,0.705,0.78,7,-6.267,1,0.0805,0.456,0.00152,0.115,0.457,142.028,19cL3SOKpwnwoKkII7U3Wh,218228,4
5175,0.398,0.316,1,-7.031,1,0.0368,0.805,0.0,0.295,0.174,118.582,0tV8pOpiNsKqUys0ilUcXz,253342,4
5176,0.773,0.516,9,-12.366,0,0.181,0.419,0.0,0.0753,0.472,120.001,3XoMtVDuIbmMQ9UKSShXti,241659,4
5177,0.512,0.488,5,-10.31,1,0.0328,0.428,5.1e-05,0.109,0.141,170.017,6A2itXgDf96XHp9qR6oyPN,265010,3
5178,0.775,0.825,7,-5.402,1,0.0464,0.0506,1.03e-06,0.111,0.95,139.091,6gj08XDlv9Duc2fPOxUmVD,182667,4
5179,0.607,0.466,0,-7.562,1,0.0578,0.39,0.0,0.135,0.434,121.741,6OG1S805gIrH5nAQbEOPY3,208321,4
5180,0.575,0.845,10,-3.838,1,0.035,0.0282,0.0,0.0814,0.376,127.997,0H04yVa3DJxoXbLBpAb7iV,197280,4
5181,0.638,0.924,7,-3.887,1,0.036,0.00205,0.000175,0.149,0.53,111.995,69uxyAqqPIsUyTO8txoP2M,263787,4
5182,0.71,0.0565,7,-15.099,1,0.0534,0.965,0.0,0.0889,0.348,123.994,4h0zU3O9R5xzuTmNO7dNDU,275280,4
5183,0.447,0.625,10,-8.212,0,0.323,0.0351,0.000727,0.243,0.261,67.104,300DUx4tdtCdGEUXR032jA,440013,4
5184,0.779,0.726,8,-6.94,1,0.0317,0.0489,0.0,0.656,0.451,98.016,1tVwKHwJ5OfNGIyAuM8HLL,166818,4
5185,0.262,0.606,8,-6.646,1,0.0484,0.247,0.0,0.125,0.275,189.857,3zHq9ouUJQFQRf3cm1rRLu,252534,4
5186,0.595,0.689,6,-6.107,0,0.148,0.254,5.44e-06,0.129,0.213,168.112,03f7xZmt2wHCIDJBFPK8G4,209427,4
5187,0.792,0.563,1,-4.836,1,0.0787,0.318,0.0,0.13,0.321,134.022,5e9aFSdnkQUrm5y8Dhw0qN,224213,4
5188,0.549,0.675,4,-5.637,0,0.0332,0.399,0.0,0.181,0.206,119.898,3SKzTIl9mW0DadTys9SFo3,214762,4
5189,0.393,0.487,0,-6.348,1,0.0337,0.229,0.0,0.128,0.3,151.958,77KnJc8o5G1eKVwX5ywMeZ,230867,4
5190,0.567,0.303,7,-12.481,0,0.0351,0.862,0.00563,0.104,0.252,124.949,5zT5cMnMKoyruPj13TQXGx,273000,4
5191,0.424,0.465,6,-6.595,1,0.0297,0.461,5.52e-05,0.154,0.462,112.418,65GbQI9VDTs7vo6MJL2iJA,206387,3
5192,0.728,0.253,0,-8.427,1,0.0304,0.887,1.11e-05,0.133,0.457,140.923,2zhk0kypGeOPsaaZcjyc14,231333,4
5193,0.232,0.705,5,-6.928,1,0.0997,0.032,6.6e-05,0.185,0.352,74.28,46CA1H0T1r7u5lDUtVveAh,401573,4
5194,0.737,0.482,1,-8.242,1,0.0887,0.00863,0.0,0.429,0.311,131.504,0fZydzSc7GcOj9EDxPIBBH,72882,4
5195,0.543,0.473,6,-9.638,1,0.157,0.124,4.04e-06,0.0922,0.519,86.534,7EqpEBPOohgk7NnKvBGFWo,193750,4
5196,0.715,0.651,5,-9.241,1,0.12,0.486,0.0,0.228,0.733,134.914,2e4jB31WcGsxKL1ByqdZCq,195067,4
5197,0.623,0.962,4,-2.616,0,0.0895,0.103,0.000174,0.264,0.676,149.963,5PUawWFG1oIS2NwEcyHaCr,211573,4
5198,0.807,0.887,9,-3.726,1,0.0503,0.0573,2.87e-06,0.124,0.961,134.052,5jE48hhRu8E6zBDPRSkEq7,187920,4
5199,0.733,0.408,7,-7.834,0,0.0388,0.679,3.92e-05,0.11,0.291,94.947,4NYwy0R3NdvORX2B6OZXBT,197854,4
5200,0.698,0.649,8,-6.764,1,0.415,0.15,0.0,0.0903,0.568,180.466,4cxvludVmQxryrnx1m9FqL,333154,4
5201,0.468,0.19,4,-11.138,1,0.0373,0.919,0.0,0.107,0.326,125.319,64GRDrL1efgXclrhVCeuA0,219536,4
